                    *********************************************************************************
                    *  Z= 66 A=157: Positive-Parity Spin-dependent Level Density [MeV-1] for DY157  *
  16.00  1.052  1.37E+12 1.25E+12 1.97E+13 2.90E+10 5.75E+10 8.49E+10 1.08E+11 1.17E+11 1.27E+11 1.15E+11 1.17E+11 1.03E+11 8.82E+10 7.38E+10 5.99E+10 4.68E+10 3.63E+10 2.68E+10 1.95E+10 1.37E+10 9.25E+09 6.19E+09 4.07E+09 2.68E+09 1.75E+09 1.10E+09 6.88E+08 4.39E+08 2.69E+08 1.65E+08 9.76E+07 5.66E+07 2.69E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  17.00  1.084  3.58E+12 3.16E+12 5.07E+13 6.94E+10 1.38E+11 2.03E+11 2.69E+11 2.88E+11 3.19E+11 2.86E+11 2.93E+11 2.61E+11 2.25E+11 1.91E+11 1.55E+11 1.23E+11 9.66E+10 7.18E+10 5.30E+10 3.76E+10 2.57E+10 1.74E+10 1.17E+10 7.90E+09 5.27E+09 3.38E+09 2.15E+09 1.40E+09 8.90E+08 5.52E+08 3.40E+08 2.00E+08 9.66E+07 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  18.00  1.116  9.15E+12 7.98E+12 1.31E+14 1.66E+11 3.29E+11 4.87E+11 6.70E+11 7.10E+11 8.02E+11 7.08E+11 7.38E+11 6.60E+11 5.73E+11 4.95E+11 3.98E+11 3.23E+11 2.57E+11 1.92E+11 1.44E+11 1.04E+11 7.12E+10 4.91E+10 3.37E+10 2.32E+10 1.59E+10 1.04E+10 6.70E+09 4.48E+09 2.94E+09 1.85E+09 1.18E+09 7.03E+08 3.47E+08 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  19.00  1.147  2.32E+13 2.02E+13 3.37E+14 3.97E+11 7.88E+11 1.17E+12 1.67E+12 1.75E+12 2.02E+12 1.75E+12 1.86E+12 1.67E+12 1.46E+12 1.28E+12 1.03E+12 8.49E+11 6.84E+11 5.14E+11 3.90E+11 2.86E+11 1.98E+11 1.38E+11 9.71E+10 6.83E+10 4.78E+10 3.18E+10 2.09E+10 1.43E+10 9.74E+09 6.19E+09 4.13E+09 2.48E+09 1.25E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  20.00  1.176  5.90E+13 5.12E+13 8.72E+14 9.50E+11 1.89E+12 2.80E+12 4.17E+12 4.32E+12 5.07E+12 4.35E+12 4.67E+12 4.21E+12 3.72E+12 3.32E+12 2.65E+12 2.23E+12 1.82E+12 1.38E+12 1.06E+12 7.86E+11 5.48E+11 3.90E+11 2.80E+11 2.01E+11 1.44E+11 9.77E+10 6.52E+10 4.58E+10 3.22E+10 2.07E+10 1.44E+10 8.74E+09 4.49E+09 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  22.50  1.248  7.84E+14 5.29E+14 9.49E+15 8.41E+12 1.67E+13 2.48E+13 4.10E+13 4.12E+13 5.08E+13 4.20E+13 4.69E+13 4.28E+13 3.86E+13 3.58E+13 2.83E+13 2.49E+13 2.10E+13 1.61E+13 1.28E+13 9.90E+12 7.03E+12 5.19E+12 3.94E+12 2.98E+12 2.27E+12 1.61E+12 1.12E+12 8.36E+11 6.40E+11 4.26E+11 3.26E+11 2.04E+11 1.10E+11 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  25.00  1.315  8.36E+15 5.53E+15 1.05E+17 7.45E+13 1.48E+14 2.21E+14 4.03E+14 3.94E+14 5.10E+14 4.06E+14 4.70E+14 4.34E+14 4.01E+14 3.87E+14 3.02E+14 2.79E+14 2.43E+14 1.89E+14 1.55E+14 1.25E+14 9.01E+13 6.91E+13 5.54E+13 4.43E+13 3.57E+13 2.66E+13 1.93E+13 1.53E+13 1.27E+13 8.75E+12 7.38E+12 4.75E+12 2.70E+12 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  30.00  1.441  1.62E+18 6.41E+17 1.42E+19 5.84E+15 1.17E+16 1.74E+16 3.90E+16 3.59E+16 5.12E+16 3.78E+16 4.74E+16 4.48E+16 4.31E+16 4.50E+16 3.45E+16 3.48E+16 3.24E+16 2.59E+16 2.28E+16 1.97E+16 1.48E+16 1.23E+16 1.10E+16 9.74E+15 8.85E+15 7.23E+15 5.71E+15 5.08E+15 5.04E+15 3.69E+15 3.78E+15 2.58E+15 1.62E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  40.00  1.664  6.06E+21 1.21E+21 1.16E+22 3.59E+19 7.20E+19 1.09E+20 3.65E+20 2.98E+20 1.53E+17 3.29E+20 1.41E+17 1.33E+17 1.28E+17 1.34E+17 1.03E+17 1.04E+17 9.68E+16 7.74E+16 6.82E+16 5.90E+16 4.43E+16 3.66E+16 3.28E+16 2.91E+16 2.65E+16 2.16E+16 1.71E+16 1.52E+16 1.51E+16 1.10E+16 1.13E+16 7.74E+15 4.86E+15 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  50.00  1.860  2.42E+22 2.42E+21 2.32E+22 7.17E+19 1.44E+20 2.17E+20 7.30E+20 5.97E+20 4.55E+17 6.59E+20 4.21E+17 3.98E+17 3.83E+17 4.01E+17 3.07E+17 3.10E+17 2.89E+17 2.31E+17 2.04E+17 1.76E+17 1.32E+17 1.10E+17 9.81E+16 8.72E+16 7.92E+16 6.48E+16 5.11E+16 4.56E+16 4.52E+16 3.31E+16 3.40E+16 2.32E+16 1.46E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  60.00  2.037  6.06E+22 4.85E+21 4.64E+22 1.43E+20 2.88E+20 4.34E+20 1.46E+21 1.19E+21 1.36E+18 1.32E+21 1.25E+18 1.19E+18 1.14E+18 1.20E+18 9.15E+17 9.25E+17 8.62E+17 6.90E+17 6.08E+17 5.26E+17 3.95E+17 3.27E+17 2.93E+17 2.61E+17 2.37E+17 1.94E+17 1.53E+17 1.36E+17 1.35E+17 9.91E+16 1.02E+17 6.95E+16 4.37E+16 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  70.00  2.201  1.33E+23 9.71E+21 9.32E+22 2.87E+20 5.76E+20 8.68E+20 2.92E+21 2.39E+21 4.04E+18 2.64E+21 3.74E+18 3.53E+18 3.40E+18 3.57E+18 2.73E+18 2.76E+18 2.57E+18 2.06E+18 1.82E+18 1.57E+18 1.18E+18 9.78E+17 8.77E+17 7.80E+17 7.09E+17 5.80E+17 4.58E+17 4.08E+17 4.05E+17 2.97E+17 3.05E+17 2.08E+17 1.31E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  80.00  2.353  2.79E+23 1.95E+22 1.87E+23 5.74E+20 1.15E+21 1.74E+21 5.84E+21 4.77E+21 1.20E+19 5.27E+21 1.11E+19 1.05E+19 1.01E+19 1.06E+19 8.14E+18 8.24E+18 7.68E+18 6.15E+18 5.42E+18 4.70E+18 3.53E+18 2.92E+18 2.62E+18 2.33E+18 2.12E+18 1.74E+18 1.37E+18 1.22E+18 1.21E+18 8.89E+17 9.13E+17 6.24E+17 3.92E+17 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
  90.00  2.495  5.72E+23 3.90E+22 3.78E+23 1.15E+21 2.30E+21 3.47E+21 1.17E+22 9.55E+21 3.59E+19 1.05E+22 3.32E+19 3.14E+19 3.03E+19 3.17E+19 2.43E+19 2.46E+19 2.29E+19 1.84E+19 1.62E+19 1.40E+19 1.05E+19 8.74E+18 7.84E+18 6.98E+18 6.35E+18 5.19E+18 4.11E+18 3.66E+18 3.64E+18 2.66E+18 2.74E+18 1.87E+18 1.18E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 100.00  2.630  1.16E+24 7.84E+22 7.65E+23 2.29E+21 4.61E+21 6.94E+21 2.33E+22 1.91E+22 1.07E+20 2.11E+22 9.89E+19 9.36E+19 9.02E+19 9.46E+19 7.24E+19 7.33E+19 6.85E+19 5.48E+19 4.84E+19 4.19E+19 3.15E+19 2.61E+19 2.35E+19 2.09E+19 1.90E+19 1.55E+19 1.23E+19 1.10E+19 1.09E+19 7.98E+18 8.20E+18 5.60E+18 3.52E+18 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 110.00  2.759  2.34E+24 1.58E+23 1.56E+24 4.59E+21 9.21E+21 1.39E+22 4.67E+22 3.82E+22 3.19E+20 4.22E+22 2.95E+20 2.79E+20 2.69E+20 2.82E+20 2.16E+20 2.19E+20 2.04E+20 1.64E+20 1.44E+20 1.25E+20 9.41E+19 7.81E+19 7.01E+19 6.24E+19 5.68E+19 4.65E+19 3.68E+19 3.28E+19 3.26E+19 2.39E+19 2.46E+19 1.68E+19 1.06E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 120.00  2.881  4.72E+24 3.19E+23 3.19E+24 9.18E+21 1.84E+22 2.78E+22 9.33E+22 7.64E+22 9.50E+20 8.43E+22 8.78E+20 8.31E+20 8.02E+20 8.42E+20 6.44E+20 6.53E+20 6.10E+20 4.88E+20 4.31E+20 3.74E+20 2.81E+20 2.33E+20 2.10E+20 1.87E+20 1.70E+20 1.39E+20 1.10E+20 9.83E+19 9.77E+19 7.16E+19 7.36E+19 5.03E+19 3.16E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 130.00  2.999  9.55E+24 6.46E+23 6.62E+24 1.84E+22 3.68E+22 5.55E+22 1.87E+23 1.53E+23 2.83E+21 1.69E+23 2.62E+21 2.48E+21 2.39E+21 2.51E+21 1.92E+21 1.95E+21 1.82E+21 1.46E+21 1.29E+21 1.12E+21 8.40E+20 6.97E+20 6.27E+20 5.58E+20 5.09E+20 4.17E+20 3.30E+20 2.94E+20 2.92E+20 2.14E+20 2.21E+20 1.51E+20 9.48E+19 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 140.00  3.112  1.94E+25 1.32E+24 1.40E+25 3.67E+22 7.37E+22 1.11E+23 3.73E+23 3.05E+23 8.44E+21 3.37E+23 7.80E+21 7.39E+21 7.13E+21 7.49E+21 5.73E+21 5.81E+21 5.44E+21 4.35E+21 3.85E+21 3.34E+21 2.51E+21 2.08E+21 1.87E+21 1.67E+21 1.52E+21 1.25E+21 9.86E+20 8.81E+20 8.76E+20 6.42E+20 6.61E+20 4.52E+20 2.84E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 150.00  3.221  3.96E+25 2.72E+24 3.01E+25 7.34E+22 1.47E+23 2.22E+23 7.47E+23 6.11E+23 2.51E+22 6.74E+23 2.32E+22 2.20E+22 2.12E+22 2.23E+22 1.71E+22 1.74E+22 1.62E+22 1.30E+22 1.15E+22 9.98E+21 7.50E+21 6.23E+21 5.60E+21 4.99E+21 4.55E+21 3.73E+21 2.95E+21 2.64E+21 2.62E+21 1.92E+21 1.98E+21 1.35E+21 8.51E+20 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 160.00  3.327  8.16E+25 5.68E+24 6.65E+25 1.47E+23 2.95E+23 4.44E+23 1.49E+24 1.22E+24 7.49E+22 1.35E+24 6.93E+22 6.56E+22 6.33E+22 6.66E+22 5.09E+22 5.18E+22 4.84E+22 3.88E+22 3.43E+22 2.98E+22 2.24E+22 1.86E+22 1.68E+22 1.49E+22 1.36E+22 1.12E+22 8.84E+21 7.90E+21 7.86E+21 5.76E+21 5.93E+21 4.06E+21 2.55E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 170.00  3.429  1.70E+26 1.21E+25 1.52E+26 2.94E+23 5.89E+23 8.88E+23 2.99E+24 2.44E+24 2.23E+23 2.70E+24 2.06E+23 1.96E+23 1.89E+23 1.99E+23 1.52E+23 1.54E+23 1.45E+23 1.16E+23 1.02E+23 8.90E+22 6.69E+22 5.56E+22 5.01E+22 4.47E+22 4.08E+22 3.34E+22 2.65E+22 2.36E+22 2.35E+22 1.72E+22 1.78E+22 1.22E+22 7.64E+21 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 180.00  3.529  3.63E+26 2.63E+25 3.61E+26 5.87E+23 1.18E+24 1.78E+24 5.97E+24 4.89E+24 6.65E+23 5.39E+24 6.15E+23 5.83E+23 5.63E+23 5.93E+23 4.53E+23 4.61E+23 4.32E+23 3.46E+23 3.06E+23 2.66E+23 2.00E+23 1.66E+23 1.50E+23 1.34E+23 1.22E+23 1.00E+23 7.92E+22 7.08E+22 7.05E+22 5.17E+22 5.32E+22 3.64E+22 2.29E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 190.00  3.626  7.90E+26 5.91E+25 8.91E+26 1.17E+24 2.36E+24 3.55E+24 1.19E+25 9.77E+24 1.98E+24 1.08E+25 1.83E+24 1.74E+24 1.68E+24 1.77E+24 1.35E+24 1.38E+24 1.29E+24 1.03E+24 9.14E+23 7.95E+23 5.97E+23 4.97E+23 4.48E+23 4.00E+23 3.65E+23 2.99E+23 2.37E+23 2.12E+23 2.11E+23 1.55E+23 1.60E+23 1.09E+23 6.87E+22 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 200.00  3.720  1.77E+27 1.37E+26 2.29E+27 2.35E+24 4.71E+24 7.11E+24 2.39E+25 1.95E+25 5.91E+24 2.16E+25 5.46E+24 5.18E+24 5.01E+24 5.28E+24 4.03E+24 4.10E+24 3.85E+24 3.08E+24 2.73E+24 2.37E+24 1.78E+24 1.49E+24 1.34E+24 1.20E+24 1.09E+24 8.96E+23 7.09E+23 6.35E+23 6.32E+23 4.64E+23 4.78E+23 3.27E+23 2.06E+23 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
 
                    *********************************************************************************
                    *  Z= 66 A=159: Negative-parity Spin-dependent Level Density [MeV-1] for DY159  *
                    *********************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2   J=61/2   J=63/2   J=65/2   J=67/2   J=69/2   J=71/2   J=73/2   J=75/2   J=77/2   J=79/2   J=81/2   J=83/2   J=85/2   J=87/2   J=89/2   J=91/2   J=93/2   J=95/2   J=97/2   J=99/2
   0.25  0.132  2.00E+00 1.09E+01 9.19E+01 0.00E+00 1.67E+00 3.17E+00 1.51E+00 1.51E+00 1.51E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.50  0.186  5.00E+00 1.24E+01 1.35E+02 0.00E+00 0.00E+00 1.67E+00 1.51E+00 3.01E+00 3.17E+00 1.51E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   0.75  0.228  9.00E+00 2.16E+01 2.59E+02 0.00E+00 1.67E+00 3.17E+00 1.51E+00 1.51E+00 3.17E+00 4.52E+00 3.01E+00 1.51E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.00  0.263  1.60E+01 3.66E+01 3.39E+02 3.17E+00 6.34E+00 6.02E+00 6.02E+00 3.01E+00 1.51E+00 3.01E+00 3.01E+00 3.01E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.25  0.294  2.80E+01 5.98E+01 6.08E+02 3.17E+00 7.85E+00 1.42E+01 7.53E+00 6.02E+00 6.02E+00 1.51E+00 1.51E+00 3.01E+00 4.52E+00 3.01E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.50  0.322  4.70E+01 9.22E+01 9.87E+02 1.67E+00 4.55E+00 1.42E+01 2.01E+01 1.66E+01 1.25E+01 6.02E+00 6.02E+00 1.51E+00 3.01E+00 4.52E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   1.75  0.348  8.30E+01 1.94E+02 1.94E+03 8.14E+00 2.53E+01 3.70E+01 2.47E+01 1.96E+01 2.47E+01 2.41E+01 1.20E+01 6.02E+00 3.01E+00 3.01E+00 4.52E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.00  0.372  1.45E+02 3.01E+02 3.01E+03 1.42E+01 3.73E+01 5.23E+01 4.25E+01 4.39E+01 2.90E+01 2.74E+01 2.56E+01 1.20E+01 6.02E+00 1.51E+00 3.01E+00 4.52E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.25  0.395  2.55E+02 5.78E+02 6.03E+03 2.46E+01 6.45E+01 9.53E+01 8.37E+01 7.30E+01 6.65E+01 5.82E+01 3.64E+01 2.86E+01 2.59E+01 9.03E+00 3.01E+00 3.01E+00 4.52E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
   2.50  0.416  4.33E+02 8.48E+02 9.07E+03 3.32E+01 8.38E+01 1.27E+02 1.14E+02 1.24E+02 1.11E+02 8.25E+01 6.06E+01 3.77E+01 3.38E+01 2.42E+01 6.02E+00 1.51E+00 3.01E+00 3.01E+00 1.51E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00 0.00E+00
